Time,TickMS,Action,LotSize,Bid,Ask,Spread,Velocity,Hybrid_MACD,Hybrid_Color,Hybrid_DFCurve,Flow_MFI,Flow_DUp,Flow_DDown,Floating_PL,Realized_PL,Session_PL,PosCount,Decision_Log
2026-02-03 21:37:41,951,IDLE,0.01,4934.84,4935.23,39.0,10.3699,8.28663,1,-0.44,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:41,115,IDLE,0.01,4935.39,4935.78,39.0,17.65468,8.75806,1,0.34,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:41,303,IDLE,0.01,4935.38,4935.77,39.0,22.0224,8.74949,1,0.33,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:42,541,IDLE,0.01,4935.84,4936.23,38.9,46.60474,9.14378,1,0.79,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:42,241,IDLE,0.01,4935.98,4936.37,38.9,48.96675,9.26378,1,0.93,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:42,722,IDLE,0.01,4935.36,4935.75,39.0,28.56492,8.73235,1,0.31,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:42,881,IDLE,0.01,4935.54,4935.89,38.9,34.91301,8.88663,1,0.49,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:42,71,IDLE,0.01,4935.97,4936.36,38.9,48.10898,9.2552,1,0.92,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:43,717,IDLE,0.01,4935.82,4936.21,38.9,43.50728,9.12663,1,0.77,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:43,922,IDLE,0.01,4934.48,4934.87,38.9,54.78661,7.97806,1,-0.8,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:43,104,IDLE,0.01,4934.56,4934.95,38.9,71.12842,8.04663,1,-0.72,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:43,286,IDLE,0.01,4934.6,4934.99,38.9,83.28897,8.08092,1,-0.68,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:43,442,IDLE,0.01,4934.57,4934.96,38.9,90.11161,8.0552,1,-0.71,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:44,500,IDLE,0.01,4934.53,4934.92,38.9,58.71515,8.02092,1,-0.75,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:37:44,32,IDLE,0.01,4934.5,4934.89,38.9,72.44964,7.9952,1,-0.78,50.0,0.0,-50.0,0.0,0.0,0.0,0,
