TimeMS,BestBid,BestAsk,Velocity,Acceleration,Spread,BidV1,BidV2,BidV3,BidV4,BidV5,AskV1,AskV2,AskV3,AskV4,AskV5
3938933,4636.89,4637.19,11.93617,-1.05800,29.9,100,200,10000,0,0,100,200,10000,0,0
3939375,4636.92,4637.22,10.35215,-1.58402,29.9,100,200,10000,0,0,100,200,10000,0,0
3940260,4637.02,4637.32,10.23808,-0.11407,29.9,100,200,10000,0,0,100,200,10000,0,0
3940752,4637.06,4637.36,10.22092,-0.01716,29.9,100,200,10000,0,0,100,200,10000,0,0
3941029,4637.02,4637.32,9.38666,-0.83426,29.9,100,200,10000,0,0,100,200,10000,0,0
3942495,4636.99,4637.29,7.91860,-1.46805,29.9,100,200,10000,0,0,100,200,10000,0,0
3942655,4637.06,4637.36,6.82749,-1.09111,30.0,100,200,10000,0,0,100,200,10000,0,0
3942976,4637.19,4637.49,7.20558,0.37809,30.0,100,200,10000,0,0,100,200,10000,0,0
3943318,4637.27,4637.57,7.94978,0.74420,30.0,100,200,10000,0,0,100,200,10000,0,0
3943494,4637.48,4637.78,10.09208,2.14230,30.0,100,200,10000,0,0,100,200,10000,0,0
3943691,4637.33,4637.63,13.27097,3.17889,30.0,100,200,10000,0,0,100,200,10000,0,0
3944081,4637.41,4637.71,14.61677,1.34581,30.0,100,200,10000,0,0,100,200,10000,0,0
3944234,4637.37,4637.67,14.56423,-0.05254,30.0,100,200,10000,0,0,100,200,10000,0,0
3944717,4637.37,4637.67,14.56423,-0.05254,30.0,100,200,10000,0,0,100,200,10000,0,0
3944953,4637.32,4637.62,11.80999,-2.75424,30.0,100,200,10000,0,0,100,200,10000,0,0
3945751,4637.28,4637.58,10.63298,-1.17701,30.0,100,200,10000,0,0,100,200,10000,0,0
3945967,4637.32,4637.62,8.50639,-2.12660,30.0,100,200,10000,0,0,100,200,10000,0,0
3946621,4637.27,4637.57,7.40499,-1.10140,30.0,100,200,10000,0,0,100,200,10000,0,0
3946912,4637.23,4637.53,6.78755,-0.61744,30.0,100,200,10000,0,0,100,200,10000,0,0
3947474,4637.19,4637.49,7.15761,0.37007,30.0,100,200,10000,0,0,100,200,10000,0,0
3947885,4637.21,4637.51,6.67847,-0.47914,30.0,100,200,10000,0,0,100,200,10000,0,0
3948115,4637.21,4637.51,6.67847,-0.47914,30.0,100,200,10000,0,0,100,200,10000,0,0
3948441,4637.32,4637.62,6.51771,-0.16076,30.0,100,200,10000,0,0,100,200,10000,0,0
3949098,4637.36,4637.66,7.69556,1.17785,30.0,100,200,10000,0,0,100,200,10000,0,0
